aqi,co,no2,o3,pm10,pm25,so2
75.0,1.1,44.0,16.0,79.0,55.0,10.0
79.0,1.0,37.0,28.0,75.0,58.0,12.0
74.0,1.1,39.0,28.0,75.0,54.0,15.0
65.0,0.9,29.0,41.0,62.0,47.0,11.0
41.0,0.3,9.0,68.0,41.0,13.0,1.0
36.0,0.4,9.0,71.0,36.0,11.0,1.0
23.0,0.3,9.0,74.0,19.0,9.0,1.0
24.0,0.3,11.0,71.0,24.0,13.0,1.0
21.0,0.4,14.0,68.0,20.0,10.0,1.0
20.0,0.4,18.0,62.0,19.0,14.0,2.0
21.0,0.5,23.0,52.0,21.0,14.0,2.0
15.0,0.5,25.0,47.0,1.0,14.0,2.0
39.0,0.5,25.0,45.0,39.0,18.0,2.0
30.0,0.4,20.0,52.0,30.0,14.0,1.0
18.0,0.3,14.0,58.0,16.0,7.0,1.0
18.0,0.3,12.0,59.0,11.0,5.0,1.0
18.0,0.4,12.0,56.0,16.0,6.0,2.0
18.0,0.4,10.0,56.0,17.0,9.0,4.0
20.0,0.3,10.0,56.0,20.0,3.0,4.0
19.0,0.3,9.0,53.0,19.0,11.0,3.0
20.0,0.4,13.0,51.0,17.0,14.0,3.0
18.0,0.5,16.0,47.0,18.0,6.0,5.0
35.0,0.5,23.0,38.0,35.0,19.0,10.0
75.0,1.4,39.0,18.0,99.0,53.0,12.0
72.0,1.3,35.0,20.0,93.0,42.0,10.0
74.0,1.2,27.0,25.0,98.0,43.0,6.0
66.0,1.1,26.0,26.0,81.0,37.0,5.0
65.0,1.1,25.0,28.0,69.0,47.0,4.0
56.0,1.0,21.0,35.0,59.0,40.0,4.0
60.0,1.0,23.0,34.0,59.0,43.0,5.0
61.0,1.0,24.0,33.0,64.0,44.0,5.0
58.0,0.9,24.0,34.0,64.0,41.0,6.0
59.0,0.9,29.0,30.0,67.0,41.0,7.0
60.0,0.9,33.0,26.0,70.0,39.0,7.0
63.0,1.0,38.0,20.0,75.0,38.0,6.0
66.0,1.0,50.0,5.0,81.0,41.0,4.0
64.0,0.9,46.0,8.0,74.0,46.0,4.0
63.0,0.9,43.0,10.0,75.0,45.0,5.0
63.0,0.9,36.0,16.0,75.0,40.0,5.0
61.0,0.8,34.0,16.0,71.0,41.0,4.0
59.0,0.7,25.0,22.0,68.0,40.0,3.0
59.0,0.8,25.0,22.0,68.0,41.0,3.0
64.0,0.9,37.0,7.0,70.0,46.0,3.0
80.0,1.4,48.0,2.0,71.0,59.0,4.0
74.0,1.2,33.0,15.0,63.0,54.0,4.0
61.0,1.0,27.0,24.0,51.0,44.0,4.0
55.0,0.8,31.0,19.0,42.0,39.0,3.0
33.0,0.6,30.0,24.0,26.0,23.0,3.0
33.0,0.6,22.0,37.0,26.0,23.0,4.0
26.0,0.5,16.0,47.0,25.0,18.0,5.0
26.0,0.5,15.0,51.0,25.0,18.0,5.0
29.0,0.4,13.0,57.0,25.0,20.0,3.0
19.0,0.3,11.0,62.0,25.0,11.0,2.0
20.0,0.3,11.0,65.0,25.0,13.0,1.0
21.0,0.3,10.0,67.0,25.0,11.0,1.0
21.0,0.2,11.0,67.0,12.0,11.0,1.0
21.0,0.2,10.0,67.0,13.0,5.0,1.0
19.0,0.3,15.0,59.0,19.0,10.0,1.0
28.0,0.4,30.0,42.0,28.0,13.0,1.0
34.0,0.4,25.0,47.0,34.0,16.0,1.0
30.0,0.4,26.0,45.0,30.0,13.0,1.0
35.0,0.4,31.0,37.0,35.0,18.0,2.0
63.0,0.8,33.0,32.0,71.0,45.0,3.0
90.0,1.0,37.0,26.0,78.0,67.0,4.0
103.0,1.0,39.0,20.0,78.0,77.0,4.0
111.0,1.0,35.0,21.0,78.0,84.0,4.0
103.0,1.1,30.0,27.0,78.0,77.0,7.0
69.0,1.0,32.0,24.0,78.0,50.0,9.0
85.0,1.3,39.0,17.0,69.0,63.0,10.0
68.0,1.0,32.0,26.0,58.0,49.0,8.0
69.0,1.0,38.0,20.0,51.0,50.0,7.0
68.0,1.0,42.0,20.0,58.0,49.0,6.0
70.0,1.0,40.0,23.0,57.0,51.0,7.0
63.0,1.0,35.0,29.0,48.0,45.0,8.0
56.0,1.0,22.0,43.0,43.0,40.0,8.0
63.0,0.6,22.0,43.0,50.0,45.0,5.0
44.0,0.5,15.0,50.0,35.0,31.0,3.0
43.0,0.4,13.0,55.0,35.0,30.0,3.0
50.0,0.5,14.0,51.0,35.0,35.0,2.0
51.0,0.6,16.0,48.0,35.0,36.0,2.0
56.0,0.6,17.0,47.0,35.0,40.0,1.0
51.0,0.6,20.0,43.0,35.0,36.0,1.0
59.0,0.6,21.0,43.0,35.0,42.0,1.0
56.0,0.5,18.0,46.0,35.0,40.0,1.0
60.0,0.5,19.0,46.0,35.0,43.0,2.0
63.0,0.5,23.0,38.0,35.0,45.0,1.0
73.0,0.6,23.0,34.0,35.0,53.0,3.0
78.0,0.6,26.0,28.0,23.0,57.0,3.0
71.0,0.6,29.0,27.0,23.0,52.0,1.0
19.0,0.2,7.0,60.0,23.0,11.0,1.0
19.0,0.2,5.0,62.0,10.0,4.0,1.0
19.0,0.2,5.0,62.0,7.0,1.0,3.0
19.0,0.2,5.0,61.0,14.0,3.0,3.0
19.0,0.2,5.0,61.0,14.0,4.0,3.0
20.0,0.2,9.0,58.0,20.0,2.0,3.0
32.0,0.2,12.0,54.0,32.0,3.0,3.0
33.0,0.2,12.0,54.0,33.0,3.0,3.0
24.0,0.2,10.0,57.0,24.0,2.0,3.0
25.0,0.2,8.0,60.0,25.0,9.0,3.0
29.0,0.2,8.0,61.0,29.0,6.0,1.0
29.0,0.2,7.0,64.0,29.0,5.0,3.0
29.0,0.2,7.0,66.0,29.0,8.0,1.0
35.0,0.2,8.0,67.0,35.0,10.0,1.0
33.0,0.2,8.0,67.0,33.0,9.0,1.0
30.0,0.3,9.0,65.0,30.0,3.0,1.0
27.0,0.3,11.0,62.0,27.0,10.0,1.0
30.0,0.3,18.0,53.0,30.0,11.0,1.0
29.0,0.3,18.0,52.0,29.0,7.0,2.0
24.0,0.3,12.0,59.0,24.0,6.0,1.0
25.0,0.3,13.0,58.0,25.0,9.0,1.0
23.0,0.3,13.0,57.0,23.0,7.0,2.0
23.0,0.4,14.0,54.0,23.0,13.0,3.0
24.0,0.4,16.0,50.0,24.0,7.0,3.0
19.0,0.3,18.0,47.0,19.0,6.0,3.0
18.0,0.3,21.0,45.0,18.0,3.0,3.0
16.0,0.3,16.0,50.0,12.0,4.0,3.0
16.0,0.3,15.0,52.0,16.0,8.0,3.0
18.0,0.4,17.0,52.0,18.0,9.0,3.0
18.0,0.4,21.0,49.0,18.0,8.0,4.0
25.0,0.4,19.0,52.0,25.0,5.0,5.0
29.0,0.4,18.0,56.0,29.0,10.0,3.0
21.0,0.4,15.0,60.0,21.0,8.0,4.0
21.0,0.3,11.0,67.0,13.0,5.0,3.0
22.0,0.3,10.0,70.0,16.0,9.0,3.0
22.0,0.3,10.0,70.0,15.0,9.0,3.0
23.0,0.3,9.0,73.0,13.0,4.0,2.0
23.0,0.2,9.0,75.0,13.0,6.0,2.0
23.0,0.3,9.0,74.0,21.0,4.0,2.0
22.0,0.3,10.0,71.0,20.0,4.0,1.0
22.0,0.3,15.0,64.0,22.0,8.0,2.0
28.0,0.3,22.0,54.0,28.0,13.0,3.0
29.0,0.4,24.0,51.0,29.0,11.0,3.0
24.0,0.4,20.0,57.0,24.0,10.0,3.0
22.0,0.5,22.0,54.0,22.0,9.0,5.0
24.0,0.5,25.0,50.0,24.0,9.0,6.0
23.0,0.4,22.0,52.0,23.0,8.0,5.0
20.0,0.4,22.0,51.0,20.0,7.0,5.0
20.0,0.4,23.0,49.0,20.0,8.0,4.0
16.0,0.4,20.0,51.0,16.0,10.0,4.0
15.0,0.5,23.0,47.0,16.0,10.0,4.0
14.0,0.5,25.0,45.0,11.0,8.0,4.0
14.0,0.4,28.0,43.0,13.0,5.0,4.0
17.0,0.4,34.0,36.0,14.0,8.0,5.0
23.0,0.6,38.0,33.0,23.0,10.0,8.0
20.0,0.5,28.0,45.0,20.0,9.0,5.0
18.0,0.6,22.0,53.0,18.0,11.0,5.0
19.0,0.5,17.0,60.0,12.0,8.0,4.0
20.0,0.3,14.0,65.0,15.0,7.0,3.0
21.0,0.3,13.0,68.0,8.0,5.0,3.0
22.0,0.3,12.0,69.0,8.0,8.0,2.0
22.0,0.3,12.0,71.0,8.0,14.0,2.0
22.0,0.3,12.0,70.0,11.0,5.0,2.0
20.0,0.3,16.0,64.0,15.0,7.0,2.0
25.0,0.4,27.0,64.0,25.0,14.0,1.0
34.0,0.4,32.0,51.0,34.0,19.0,2.0
37.0,0.5,47.0,32.0,37.0,23.0,2.0
41.0,0.6,50.0,26.0,41.0,24.0,3.0
47.0,0.6,46.0,28.0,47.0,32.0,4.0
54.0,0.6,53.0,18.0,49.0,38.0,4.0
51.0,0.6,59.0,13.0,51.0,33.0,4.0
49.0,0.6,66.0,6.0,49.0,33.0,4.0
56.0,0.7,54.0,17.0,52.0,40.0,8.0
53.0,0.8,72.0,3.0,50.0,37.0,9.0
33.0,0.6,66.0,13.0,32.0,18.0,8.0
20.0,0.4,40.0,23.0,16.0,11.0,6.0
22.0,0.5,43.0,19.0,19.0,10.0,6.0
22.0,0.5,44.0,19.0,20.0,12.0,6.0
22.0,0.4,43.0,21.0,20.0,8.0,5.0
28.0,0.5,47.0,20.0,28.0,13.0,6.0
24.0,0.5,36.0,33.0,24.0,13.0,7.0
27.0,0.6,36.0,35.0,27.0,18.0,7.0
26.0,0.6,38.0,34.0,26.0,15.0,6.0
39.0,0.6,41.0,36.0,30.0,27.0,9.0
44.0,0.7,49.0,31.0,43.0,31.0,11.0
55.0,0.6,41.0,41.0,48.0,39.0,11.0
54.0,0.6,38.0,45.0,58.0,35.0,11.0
56.0,0.7,40.0,47.0,52.0,40.0,13.0
85.0,0.8,43.0,48.0,73.0,63.0,16.0
54.0,0.8,78.0,2.0,58.0,34.0,10.0
47.0,0.8,82.0,2.0,47.0,30.0,9.0
69.0,1.0,75.0,9.0,69.0,50.0,12.0
124.0,1.1,47.0,41.0,108.0,94.0,16.0
95.0,1.0,73.0,8.0,87.0,71.0,14.0
49.0,1.0,81.0,2.0,49.0,34.0,18.0
65.0,1.1,78.0,2.0,60.0,47.0,18.0
156.0,1.3,53.0,19.0,152.0,119.0,12.0
145.0,1.2,28.0,38.0,144.0,111.0,6.0
139.0,1.1,26.0,36.0,144.0,106.0,5.0
123.0,0.9,21.0,44.0,144.0,93.0,5.0
119.0,0.9,24.0,40.0,144.0,90.0,4.0
109.0,0.9,37.0,24.0,144.0,82.0,5.0
99.0,0.9,53.0,5.0,144.0,74.0,5.0
99.0,0.9,45.0,11.0,144.0,74.0,5.0
100.0,0.9,42.0,15.0,144.0,75.0,6.0
100.0,0.8,34.0,31.0,144.0,75.0,9.0
108.0,0.8,27.0,52.0,144.0,81.0,11.0
113.0,0.9,31.0,50.0,144.0,85.0,11.0
129.0,1.0,36.0,50.0,144.0,98.0,11.0
143.0,0.9,31.0,62.0,144.0,109.0,10.0
197.0,1.2,33.0,68.0,144.0,148.0,8.0
211.0,1.3,31.0,79.0,144.0,161.0,6.0
228.0,1.4,36.0,61.0,144.0,178.0,5.0
255.0,1.6,51.0,33.0,144.0,205.0,5.0
213.0,1.1,41.0,45.0,144.0,163.0,6.0
29.0,0.3,14.0,80.0,144.0,20.0,7.0
23.0,0.3,19.0,70.0,144.0,16.0,7.0
31.0,0.3,24.0,62.0,144.0,22.0,6.0
21.0,0.4,24.0,61.0,12.0,15.0,6.0
29.0,0.4,23.0,60.0,12.0,20.0,6.0
18.0,0.4,22.0,58.0,12.0,11.0,4.0
23.0,0.3,20.0,59.0,12.0,16.0,5.0
18.0,0.4,20.0,58.0,12.0,12.0,4.0
16.0,0.4,25.0,52.0,12.0,9.0,3.0
17.0,0.3,23.0,55.0,15.0,10.0,1.0
16.0,0.4,32.0,45.0,16.0,7.0,1.0
28.0,0.5,55.0,22.0,27.0,8.0,2.0
25.0,0.5,38.0,42.0,25.0,14.0,4.0
35.0,0.6,32.0,48.0,35.0,21.0,12.0
50.0,0.6,32.0,55.0,50.0,24.0,10.0
10.0,0.6,32.0,55.0,10.0,24.0,10.0
33.0,0.6,24.0,63.0,10.0,23.0,9.0
49.0,0.6,35.0,57.0,10.0,34.0,8.0
74.0,0.7,34.0,67.0,61.0,54.0,6.0
94.0,0.7,30.0,83.0,74.0,70.0,5.0
100.0,0.7,29.0,86.0,76.0,75.0,5.0
103.0,0.7,34.0,80.0,76.0,77.0,5.0
110.0,0.8,40.0,73.0,87.0,83.0,4.0
134.0,0.9,46.0,64.0,108.0,102.0,5.0
148.0,1.0,52.0,54.0,115.0,113.0,4.0
214.0,1.3,59.0,45.0,166.0,164.0,4.0
259.0,1.5,62.0,38.0,166.0,209.0,3.0
282.0,1.5,58.0,35.0,30.0,232.0,3.0
267.0,1.5,60.0,25.0,30.0,217.0,2.0
232.0,1.4,66.0,14.0,30.0,182.0,2.0
203.0,1.4,82.0,2.0,30.0,153.0,2.0
150.0,1.5,88.0,2.0,30.0,115.0,5.0
104.0,1.4,80.0,2.0,30.0,78.0,6.0
73.0,1.1,76.0,2.0,30.0,53.0,7.0
39.0,0.9,72.0,2.0,30.0,27.0,6.0
34.0,0.9,67.0,2.0,30.0,24.0,6.0
34.0,0.8,57.0,13.0,34.0,24.0,7.0
34.0,0.8,42.0,33.0,34.0,24.0,10.0
49.0,0.8,35.0,46.0,34.0,34.0,12.0
46.0,0.7,39.0,48.0,39.0,32.0,10.0
56.0,0.8,47.0,50.0,39.0,40.0,8.0
66.0,0.8,47.0,56.0,39.0,48.0,7.0
90.0,0.8,39.0,72.0,67.0,67.0,6.0
128.0,0.9,29.0,102.0,103.0,97.0,6.0
157.0,1.1,29.0,124.0,121.0,120.0,7.0
215.0,1.3,40.0,121.0,121.0,165.0,9.0
211.0,1.4,44.0,106.0,121.0,161.0,8.0
222.0,1.6,44.0,90.0,121.0,172.0,6.0
261.0,1.9,53.0,64.0,121.0,211.0,5.0
294.0,2.0,57.0,55.0,121.0,244.0,5.0
318.0,2.1,63.0,42.0,121.0,268.0,4.0
339.0,2.2,72.0,24.0,119.0,289.0,4.0
344.0,2.3,81.0,10.0,119.0,294.0,3.0
341.0,2.2,82.0,4.0,119.0,291.0,2.0
332.0,2.3,82.0,2.0,119.0,282.0,2.0
277.0,2.0,90.0,2.0,119.0,227.0,3.0
207.0,1.7,88.0,2.0,119.0,157.0,4.0
134.0,1.2,70.0,8.0,119.0,102.0,3.0
100.0,1.2,74.0,2.0,119.0,75.0,3.0
119.0,1.8,90.0,2.0,97.0,90.0,5.0
136.0,1.7,89.0,3.0,97.0,104.0,6.0
157.0,1.7,87.0,11.0,97.0,120.0,8.0
144.0,1.7,83.0,15.0,97.0,110.0,13.0
108.0,1.1,53.0,38.0,97.0,81.0,11.0
70.0,0.8,40.0,53.0,97.0,51.0,7.0
46.0,0.5,32.0,59.0,97.0,32.0,4.0
31.0,0.5,25.0,71.0,97.0,22.0,4.0
36.0,0.5,29.0,68.0,97.0,25.0,4.0
41.0,0.6,31.0,67.0,97.0,29.0,5.0
50.0,0.7,38.0,58.0,40.0,35.0,6.0
81.0,0.9,48.0,50.0,68.0,60.0,6.0
115.0,1.3,67.0,28.0,96.0,87.0,8.0
135.0,1.5,84.0,11.0,112.0,103.0,9.0
149.0,1.7,99.0,2.0,123.0,114.0,8.0
146.0,1.7,103.0,2.0,119.0,112.0,9.0
202.0,1.9,84.0,19.0,103.0,152.0,11.0
231.0,2.1,76.0,24.0,103.0,181.0,12.0
237.0,2.1,74.0,21.0,103.0,187.0,9.0
204.0,2.1,94.0,2.0,103.0,154.0,8.0
115.0,1.9,94.0,2.0,103.0,87.0,14.0
128.0,2.3,104.0,2.0,103.0,97.0,18.0
150.0,2.3,105.0,2.0,121.0,115.0,15.0
197.0,2.4,104.0,2.0,153.0,148.0,11.0
187.0,2.2,96.0,2.0,153.0,141.0,10.0
139.0,1.7,81.0,3.0,153.0,106.0,10.0
118.0,1.4,65.0,20.0,153.0,89.0,10.0
135.0,1.4,58.0,37.0,153.0,103.0,11.0
148.0,1.4,54.0,56.0,153.0,113.0,12.0
133.0,1.3,49.0,71.0,153.0,101.0,10.0
144.0,1.4,63.0,69.0,153.0,110.0,9.0
141.0,1.3,57.0,79.0,153.0,108.0,9.0
149.0,1.1,42.0,100.0,153.0,114.0,8.0
187.0,1.2,43.0,115.0,153.0,141.0,7.0
227.0,1.4,49.0,125.0,153.0,177.0,9.0
232.0,1.4,50.0,121.0,153.0,182.0,9.0
230.0,1.6,53.0,109.0,153.0,180.0,10.0
227.0,1.5,49.0,109.0,153.0,177.0,10.0
249.0,1.6,52.0,103.0,153.0,199.0,11.0
277.0,1.8,59.0,86.0,153.0,227.0,13.0
283.0,1.8,77.0,56.0,37.0,233.0,11.0
245.0,1.7,82.0,32.0,37.0,195.0,9.0
206.0,1.5,73.0,30.0,37.0,156.0,7.0
217.0,1.7,107.0,11.0,37.0,167.0,7.0
226.0,1.7,101.0,18.0,37.0,176.0,8.0
236.0,1.8,79.0,26.0,37.0,186.0,8.0
225.0,1.7,82.0,21.0,37.0,175.0,6.0
207.0,1.6,82.0,18.0,37.0,157.0,8.0
167.0,1.4,74.0,23.0,37.0,127.0,10.0
144.0,1.3,59.0,34.0,37.0,110.0,9.0
104.0,0.8,30.0,61.0,37.0,78.0,4.0
26.0,0.6,23.0,69.0,26.0,15.0,3.0
23.0,0.5,20.0,73.0,19.0,4.0,2.0
25.0,0.4,16.0,80.0,4.0,3.0,1.0
26.0,0.3,15.0,83.0,4.0,2.0,1.0
26.0,0.3,14.0,83.0,6.0,2.0,1.0
25.0,0.3,16.0,81.0,7.0,2.0,3.0
24.0,0.3,19.0,78.0,11.0,7.0,1.0
21.0,0.3,28.0,66.0,14.0,3.0,1.0
21.0,0.4,40.0,48.0,21.0,8.0,3.0
40.0,0.8,79.0,7.0,34.0,20.0,3.0
46.0,0.9,84.0,2.0,46.0,19.0,1.0
54.0,1.1,87.0,2.0,58.0,20.0,2.0
37.0,0.7,72.0,6.0,37.0,14.0,3.0
88.0,1.4,89.0,5.0,103.0,65.0,12.0
224.0,2.3,104.0,2.0,238.0,174.0,13.0
210.0,2.4,99.0,2.0,205.0,160.0,13.0
173.0,2.2,93.0,2.0,160.0,131.0,14.0
159.0,2.2,92.0,2.0,145.0,121.0,16.0
135.0,2.0,90.0,2.0,120.0,103.0,17.0
125.0,2.0,92.0,2.0,115.0,95.0,18.0
111.0,1.9,89.0,2.0,107.0,84.0,17.0
93.0,1.6,85.0,2.0,99.0,69.0,14.0
50.0,1.0,56.0,19.0,50.0,30.0,9.0
23.0,0.5,31.0,41.0,50.0,16.0,5.0
18.0,0.3,20.0,57.0,50.0,2.0,2.0
19.0,0.3,17.0,62.0,6.0,2.0,1.0
21.0,0.2,16.0,67.0,1.0,2.0,1.0
23.0,0.2,16.0,72.0,1.0,2.0,1.0
21.0,0.3,21.0,68.0,8.0,3.0,1.0
21.0,0.3,24.0,68.0,20.0,6.0,3.0
42.0,0.5,31.0,67.0,42.0,20.0,5.0
52.0,0.7,34.0,69.0,54.0,30.0,9.0
58.0,0.9,42.0,54.0,66.0,29.0,13.0
59.0,1.1,49.0,45.0,67.0,33.0,17.0
64.0,0.8,52.0,33.0,78.0,31.0,11.0
48.0,0.4,41.0,42.0,48.0,23.0,6.0
55.0,0.5,45.0,35.0,59.0,22.0,7.0
64.0,0.6,60.0,19.0,77.0,36.0,9.0
55.0,0.6,53.0,23.0,59.0,29.0,8.0
54.0,0.7,53.0,18.0,58.0,26.0,8.0
49.0,0.7,54.0,17.0,49.0,27.0,8.0
64.0,0.9,79.0,2.0,77.0,35.0,9.0
72.0,1.0,85.0,2.0,93.0,35.0,11.0
71.0,1.0,81.0,2.0,92.0,36.0,12.0
63.0,1.0,77.0,2.0,76.0,34.0,13.0
65.0,1.1,71.0,2.0,79.0,32.0,17.0
64.0,1.0,60.0,6.0,77.0,33.0,16.0
65.0,1.1,66.0,5.0,79.0,38.0,18.0
64.0,1.2,66.0,9.0,78.0,41.0,17.0
61.0,1.2,67.0,13.0,72.0,43.0,15.0
59.0,1.1,66.0,15.0,68.0,38.0,11.0
65.0,1.2,75.0,10.0,79.0,44.0,10.0
63.0,0.6,37.0,64.0,75.0,33.0,8.0
67.0,0.6,37.0,68.0,83.0,33.0,9.0
52.0,0.7,44.0,59.0,53.0,33.0,10.0
68.0,0.6,25.0,92.0,70.0,49.0,9.0
83.0,0.6,25.0,94.0,67.0,61.0,9.0
70.0,0.8,51.0,42.0,53.0,51.0,10.0
79.0,0.9,53.0,39.0,88.0,58.0,11.0
104.0,1.0,43.0,53.0,95.0,78.0,9.0
101.0,1.0,42.0,52.0,82.0,76.0,9.0
105.0,1.0,47.0,45.0,117.0,79.0,9.0
106.0,1.0,49.0,40.0,117.0,80.0,10.0
103.0,1.0,48.0,42.0,117.0,77.0,10.0
110.0,1.0,64.0,27.0,117.0,83.0,9.0
113.0,1.1,81.0,7.0,117.0,85.0,8.0
116.0,1.3,91.0,2.0,93.0,88.0,6.0
124.0,1.3,88.0,2.0,93.0,94.0,6.0
131.0,1.4,76.0,2.0,93.0,100.0,7.0
131.0,1.5,72.0,1.0,93.0,100.0,10.0
136.0,1.4,73.0,7.0,106.0,104.0,13.0
136.0,1.0,61.0,23.0,106.0,104.0,15.0
136.0,1.1,57.0,32.0,106.0,104.0,14.0
110.0,1.1,41.0,58.0,93.0,83.0,11.0
103.0,0.8,41.0,58.0,93.0,77.0,11.0
120.0,1.0,50.0,75.0,93.0,91.0,11.0
133.0,1.1,71.0,59.0,103.0,101.0,9.0
119.0,1.0,71.0,71.0,95.0,90.0,8.0
130.0,1.0,50.0,94.0,95.0,99.0,9.0
133.0,1.1,61.0,78.0,95.0,101.0,9.0
134.0,1.0,54.0,85.0,105.0,102.0,10.0
125.0,1.0,51.0,82.0,101.0,95.0,10.0
135.0,1.1,56.0,70.0,108.0,103.0,11.0
145.0,1.1,60.0,63.0,117.0,111.0,12.0
146.0,1.1,65.0,52.0,117.0,112.0,11.0
154.0,1.2,91.0,19.0,123.0,118.0,8.0
144.0,1.3,99.0,9.0,129.0,110.0,9.0
116.0,1.1,79.0,20.0,105.0,88.0,11.0
75.0,0.7,66.0,22.0,70.0,55.0,8.0
54.0,0.6,51.0,28.0,57.0,37.0,6.0
58.0,0.7,58.0,17.0,65.0,40.0,6.0
83.0,1.0,84.0,2.0,82.0,61.0,5.0
68.0,0.9,86.0,2.0,85.0,49.0,6.0
68.0,1.0,84.0,2.0,85.0,42.0,10.0
70.0,0.8,68.0,13.0,89.0,38.0,11.0
61.0,0.6,43.0,37.0,72.0,36.0,9.0
50.0,0.5,28.0,55.0,50.0,36.0,7.0
19.0,0.5,28.0,62.0,2.0,36.0,6.0
43.0,0.5,27.0,75.0,43.0,27.0,5.0
66.0,0.5,34.0,81.0,66.0,48.0,5.0
89.0,0.6,41.0,85.0,98.0,66.0,7.0
115.0,0.7,45.0,97.0,118.0,87.0,9.0
123.0,0.8,41.0,107.0,121.0,93.0,9.0
138.0,0.9,48.0,105.0,126.0,105.0,11.0
217.0,1.4,55.0,123.0,175.0,167.0,18.0
266.0,1.8,70.0,103.0,175.0,216.0,22.0
285.0,1.9,65.0,103.0,175.0,235.0,21.0
291.0,1.7,62.0,91.0,175.0,241.0,17.0
277.0,1.6,71.0,70.0,175.0,227.0,16.0
263.0,1.7,85.0,45.0,141.0,213.0,15.0
238.0,1.6,104.0,17.0,141.0,188.0,13.0
160.0,1.3,98.0,10.0,141.0,122.0,12.0
135.0,1.1,92.0,8.0,132.0,103.0,12.0
108.0,0.9,68.0,21.0,104.0,81.0,10.0
85.0,0.8,52.0,33.0,91.0,63.0,9.0
111.0,1.0,76.0,14.0,103.0,84.0,9.0
120.0,1.2,98.0,2.0,117.0,91.0,10.0
120.0,1.3,97.0,2.0,123.0,91.0,13.0
108.0,1.2,79.0,13.0,123.0,81.0,11.0
90.0,0.9,57.0,34.0,98.0,67.0,10.0
83.0,0.9,50.0,46.0,96.0,61.0,11.0
81.0,0.7,37.0,73.0,90.0,60.0,9.0
111.0,0.8,37.0,96.0,104.0,84.0,10.0
154.0,0.9,34.0,119.0,123.0,118.0,11.0
148.0,0.8,34.0,132.0,123.0,113.0,10.0
145.0,0.8,44.0,119.0,119.0,111.0,10.0
150.0,0.9,50.0,110.0,133.0,115.0,11.0
203.0,1.1,64.0,100.0,167.0,153.0,14.0
244.0,1.3,59.0,102.0,197.0,194.0,14.0
242.0,1.2,55.0,95.0,197.0,192.0,12.0
255.0,1.3,61.0,84.0,197.0,205.0,11.0
270.0,1.3,67.0,72.0,197.0,220.0,11.0
279.0,1.4,60.0,74.0,197.0,229.0,12.0
299.0,1.4,61.0,64.0,148.0,249.0,11.0
290.0,1.5,78.0,39.0,148.0,240.0,11.0
304.0,1.5,87.0,25.0,148.0,254.0,6.0
274.0,1.6,103.0,14.0,148.0,224.0,6.0
249.0,1.6,117.0,1.0,148.0,199.0,6.0
270.0,1.7,122.0,2.0,148.0,220.0,6.0
291.0,1.7,115.0,2.0,148.0,241.0,5.0
283.0,1.7,110.0,2.0,148.0,233.0,5.0
287.0,1.8,100.0,4.0,148.0,237.0,6.0
289.0,1.7,87.0,17.0,148.0,239.0,13.0
287.0,1.6,73.0,35.0,148.0,237.0,16.0
283.0,1.7,74.0,51.0,148.0,233.0,17.0
287.0,1.6,62.0,83.0,148.0,237.0,15.0
274.0,1.5,69.0,102.0,148.0,224.0,13.0
208.0,1.0,36.0,143.0,148.0,158.0,8.0
133.0,0.7,22.0,160.0,148.0,101.0,6.0
157.0,0.8,23.0,169.0,148.0,120.0,6.0
159.0,0.8,25.0,169.0,138.0,121.0,6.0
161.0,0.8,27.0,163.0,143.0,123.0,6.0
187.0,1.0,34.0,148.0,152.0,141.0,7.0
186.0,1.0,34.0,140.0,150.0,140.0,8.0
189.0,1.1,37.0,128.0,151.0,142.0,10.0
189.0,1.1,37.0,115.0,148.0,142.0,13.0
183.0,1.1,37.0,105.0,148.0,138.0,17.0
194.0,1.1,44.0,90.0,150.0,146.0,12.0
199.0,1.1,43.0,82.0,155.0,149.0,11.0
204.0,1.2,46.0,62.0,155.0,154.0,9.0
205.0,1.2,55.0,43.0,155.0,155.0,8.0
225.0,1.5,79.0,25.0,155.0,175.0,8.0
231.0,1.5,93.0,17.0,155.0,181.0,7.0
218.0,1.5,121.0,2.0,155.0,168.0,8.0
219.0,1.5,113.0,1.0,155.0,169.0,9.0
223.0,1.5,103.0,12.0,155.0,173.0,9.0
226.0,1.4,73.0,46.0,155.0,176.0,13.0
230.0,1.4,71.0,52.0,155.0,180.0,15.0
229.0,1.4,64.0,67.0,155.0,179.0,14.0
227.0,1.3,55.0,89.0,155.0,177.0,13.0
230.0,1.4,55.0,98.0,155.0,180.0,12.0
230.0,1.3,64.0,103.0,155.0,180.0,12.0
223.0,1.2,45.0,127.0,155.0,173.0,12.0
231.0,1.2,37.0,137.0,155.0,181.0,14.0
218.0,1.2,33.0,142.0,155.0,168.0,13.0
197.0,1.1,31.0,135.0,155.0,148.0,10.0
179.0,1.1,37.0,115.0,155.0,135.0,10.0
174.0,1.1,42.0,95.0,132.0,132.0,9.0
166.0,1.1,43.0,88.0,132.0,126.0,7.0
186.0,1.2,43.0,82.0,132.0,140.0,9.0
197.0,1.3,51.0,61.0,132.0,148.0,8.0
210.0,1.4,66.0,41.0,138.0,160.0,6.0
239.0,1.6,76.0,37.0,138.0,189.0,9.0
242.0,1.7,94.0,22.0,138.0,192.0,10.0
226.0,1.4,73.0,32.0,138.0,176.0,8.0
