aqi,co,no2,o3,pm10,pm25,so2
180.0,1.4,100.0,6.0,203.0,136.0,17.0
215.0,1.5,105.0,2.0,214.0,165.0,18.0
197.0,1.6,106.0,2.0,212.0,148.0,15.0
197.0,1.6,106.0,2.0,212.0,148.0,15.0
208.0,1.7,103.0,2.0,217.0,158.0,14.0
208.0,1.7,103.0,2.0,217.0,158.0,14.0
150.0,1.9,101.0,2.0,165.0,115.0,15.0
167.0,2.0,104.0,2.0,173.0,127.0,16.0
157.0,2.2,101.0,2.0,177.0,120.0,16.0
177.0,2.1,100.0,2.0,170.0,134.0,14.0
171.0,2.2,100.0,2.0,179.0,130.0,15.0
194.0,2.4,102.0,2.0,203.0,146.0,15.0
194.0,2.5,99.0,2.0,212.0,146.0,18.0
202.0,2.5,95.0,2.0,206.0,152.0,24.0
208.0,2.5,100.0,2.0,216.0,158.0,27.0
219.0,2.3,100.0,3.0,222.0,169.0,23.0
206.0,2.1,96.0,10.0,187.0,156.0,24.0
211.0,2.1,99.0,15.0,193.0,161.0,26.0
226.0,2.1,108.0,18.0,217.0,176.0,26.0
212.0,2.2,124.0,10.0,216.0,162.0,24.0
228.0,2.4,149.0,2.0,245.0,178.0,21.0
235.0,2.6,161.0,2.0,278.0,185.0,17.0
240.0,2.7,160.0,2.0,277.0,190.0,15.0
145.0,1.4,101.0,12.0,177.0,111.0,9.0
91.0,0.3,20.0,76.0,132.0,19.0,2.0
65.0,0.4,19.0,75.0,80.0,10.0,2.0
70.0,0.3,18.0,71.0,89.0,11.0,2.0
70.0,0.3,18.0,71.0,89.0,11.0,2.0
52.0,0.2,16.0,64.0,53.0,12.0,3.0
46.0,0.2,13.0,63.0,46.0,8.0,4.0
31.0,0.2,14.0,60.0,31.0,8.0,4.0
28.0,0.2,18.0,52.0,28.0,9.0,4.0
22.0,0.2,21.0,45.0,22.0,5.0,4.0
15.0,0.3,21.0,46.0,15.0,3.0,5.0
17.0,0.3,32.0,31.0,17.0,7.0,5.0
19.0,0.3,30.0,38.0,19.0,5.0,4.0
20.0,0.4,27.0,43.0,20.0,5.0,4.0
21.0,0.4,24.0,46.0,21.0,6.0,4.0
18.0,0.3,18.0,56.0,17.0,4.0,4.0
29.0,0.3,18.0,56.0,23.0,20.0,4.0
20.0,0.3,13.0,63.0,12.0,3.0,3.0
20.0,0.3,14.0,63.0,6.0,4.0,3.0
54.0,0.3,17.0,58.0,57.0,9.0,4.0
30.0,0.3,13.0,61.0,30.0,5.0,3.0
52.0,0.2,14.0,59.0,54.0,4.0,3.0
50.0,0.2,13.0,60.0,50.0,3.0,2.0
45.0,0.3,19.0,53.0,45.0,8.0,2.0
48.0,0.3,18.0,53.0,48.0,9.0,2.0
45.0,0.3,14.0,56.0,45.0,12.0,2.0
35.0,0.3,14.0,55.0,35.0,7.0,2.0
28.0,0.3,13.0,56.0,28.0,3.0,2.0
18.0,0.3,12.0,57.0,17.0,3.0,3.0
19.0,0.2,9.0,60.0,17.0,4.0,2.0
18.0,0.2,10.0,56.0,9.0,3.0,2.0
18.0,0.2,9.0,57.0,6.0,3.0,2.0
18.0,0.2,9.0,58.0,13.0,3.0,2.0
18.0,0.2,8.0,59.0,9.0,4.0,2.0
17.0,0.2,10.0,54.0,9.0,4.0,2.0
14.0,0.3,18.0,45.0,6.0,3.0,2.0
14.0,0.3,27.0,35.0,11.0,3.0,2.0
27.0,0.5,52.0,4.0,27.0,5.0,2.0
35.0,0.5,43.0,17.0,35.0,7.0,3.0
35.0,0.5,43.0,17.0,35.0,7.0,3.0
44.0,0.4,30.0,47.0,44.0,15.0,3.0
19.0,0.3,19.0,58.0,44.0,13.0,3.0
19.0,0.4,19.0,61.0,17.0,3.0,2.0
62.0,0.4,27.0,51.0,73.0,3.0,3.0
55.0,0.4,20.0,52.0,59.0,3.0,7.0
56.0,0.4,21.0,51.0,62.0,16.0,6.0
58.0,0.3,21.0,48.0,66.0,9.0,4.0
20.0,0.3,21.0,48.0,20.0,9.0,4.0
18.0,0.3,15.0,57.0,20.0,3.0,3.0
21.0,0.5,14.0,65.0,21.0,10.0,3.0
20.0,0.4,15.0,64.0,12.0,3.0,3.0
20.0,0.4,14.0,63.0,9.0,3.0,4.0
21.0,0.4,12.0,66.0,6.0,3.0,4.0
20.0,0.3,14.0,63.0,118.0,9.0,4.0
21.0,0.3,11.0,66.0,6.0,3.0,4.0
22.0,0.3,10.0,69.0,14.0,6.0,4.0
19.0,0.3,14.0,61.0,8.0,3.0,4.0
17.0,0.3,19.0,53.0,8.0,6.0,4.0
18.0,0.3,17.0,57.0,6.0,3.0,4.0
14.0,0.4,28.0,40.0,6.0,3.0,4.0
17.0,0.4,33.0,34.0,13.0,3.0,4.0
28.0,0.7,55.0,6.0,27.0,9.0,5.0
36.0,0.8,53.0,13.0,36.0,14.0,5.0
25.0,0.6,38.0,33.0,25.0,11.0,5.0
19.0,0.9,38.0,34.0,6.0,11.0,7.0
18.0,0.6,25.0,58.0,6.0,11.0,6.0
22.0,0.5,19.0,69.0,6.0,11.0,6.0
27.0,0.5,17.0,74.0,6.0,19.0,5.0
24.0,0.5,18.0,78.0,6.0,13.0,6.0
40.0,0.5,24.0,70.0,6.0,28.0,8.0
31.0,0.6,32.0,58.0,6.0,22.0,10.0
67.0,0.7,45.0,38.0,83.0,38.0,13.0
70.0,0.7,51.0,26.0,89.0,31.0,13.0
75.0,0.8,46.0,32.0,99.0,49.0,19.0
79.0,0.9,55.0,16.0,107.0,46.0,16.0
79.0,0.9,59.0,8.0,108.0,56.0,15.0
84.0,1.0,65.0,2.0,118.0,58.0,15.0
90.0,1.1,68.0,2.0,113.0,67.0,14.0
90.0,1.1,68.0,2.0,113.0,67.0,14.0
37.0,0.6,43.0,21.0,33.0,26.0,4.0
27.0,0.5,45.0,15.0,27.0,16.0,3.0
54.0,0.7,65.0,2.0,42.0,38.0,6.0
54.0,0.7,65.0,2.0,42.0,38.0,6.0
54.0,0.7,65.0,2.0,42.0,38.0,6.0
54.0,0.7,65.0,2.0,42.0,38.0,6.0
88.0,1.4,69.0,2.0,126.0,56.0,7.0
81.0,1.5,74.0,2.0,111.0,42.0,10.0
76.0,1.5,75.0,2.0,102.0,50.0,12.0
69.0,1.3,70.0,8.0,88.0,45.0,12.0
64.0,1.0,66.0,16.0,65.0,46.0,10.0
59.0,1.0,68.0,19.0,62.0,42.0,10.0
60.0,0.9,65.0,24.0,66.0,43.0,10.0
59.0,0.8,71.0,18.0,67.0,37.0,9.0
63.0,0.7,66.0,15.0,76.0,45.0,8.0
62.0,0.7,72.0,3.0,73.0,35.0,8.0
64.0,0.8,79.0,2.0,78.0,43.0,8.0
64.0,0.8,76.0,2.0,78.0,34.0,6.0
63.0,0.9,76.0,2.0,75.0,32.0,6.0
56.0,0.8,72.0,2.0,62.0,26.0,5.0
55.0,0.9,73.0,2.0,59.0,28.0,6.0
41.0,0.5,45.0,32.0,41.0,15.0,4.0
41.0,0.2,11.0,81.0,41.0,9.0,2.0
39.0,0.2,9.0,82.0,39.0,11.0,3.0
54.0,0.2,13.0,63.0,58.0,4.0,2.0
19.0,0.2,16.0,54.0,19.0,5.0,2.0
20.0,0.2,12.0,64.0,19.0,5.0,2.0
22.0,0.2,12.0,71.0,11.0,5.0,2.0
20.0,0.2,17.0,63.0,10.0,5.0,2.0
16.0,0.3,22.0,52.0,14.0,3.0,3.0
17.0,0.3,21.0,54.0,13.0,7.0,5.0
19.0,0.3,19.0,61.0,16.0,5.0,5.0
23.0,0.3,14.0,72.0,16.0,6.0,4.0
22.0,0.3,15.0,71.0,12.0,6.0,4.0
23.0,0.3,16.0,74.0,12.0,5.0,3.0
22.0,0.3,17.0,70.0,12.0,6.0,3.0
22.0,0.3,15.0,71.0,16.0,9.0,2.0
21.0,0.3,17.0,68.0,14.0,9.0,3.0
18.0,0.4,29.0,55.0,18.0,9.0,3.0
28.0,0.4,41.0,37.0,28.0,13.0,3.0
36.0,0.4,43.0,32.0,36.0,12.0,3.0
39.0,0.4,46.0,26.0,39.0,14.0,3.0
50.0,0.5,65.0,2.0,50.0,21.0,3.0
54.0,0.5,70.0,2.0,58.0,22.0,4.0
57.0,0.7,71.0,2.0,63.0,32.0,5.0
57.0,0.7,71.0,2.0,63.0,36.0,6.0
64.0,0.8,66.0,2.0,64.0,46.0,8.0
60.0,0.8,64.0,2.0,67.0,43.0,10.0
68.0,0.9,65.0,2.0,74.0,49.0,8.0
76.0,0.9,62.0,2.0,80.0,56.0,9.0
74.0,0.9,57.0,2.0,74.0,54.0,7.0
78.0,0.9,57.0,2.0,70.0,57.0,7.0
89.0,1.0,60.0,2.0,70.0,66.0,7.0
86.0,1.1,60.0,2.0,79.0,64.0,9.0
71.0,1.6,72.0,2.0,83.0,52.0,8.0
76.0,1.7,73.0,2.0,102.0,55.0,10.0
83.0,1.9,76.0,2.0,115.0,61.0,13.0
93.0,1.9,80.0,2.0,123.0,69.0,14.0
105.0,1.8,84.0,4.0,116.0,79.0,12.0
116.0,1.7,87.0,6.0,120.0,88.0,11.0
120.0,1.6,90.0,5.0,123.0,91.0,12.0
124.0,1.5,90.0,3.0,119.0,94.0,11.0
110.0,1.4,89.0,2.0,121.0,83.0,10.0
113.0,1.4,91.0,2.0,120.0,85.0,10.0
106.0,1.5,92.0,2.0,122.0,80.0,9.0
119.0,1.6,95.0,2.0,125.0,90.0,9.0
116.0,1.7,95.0,2.0,130.0,88.0,11.0
115.0,1.5,91.0,2.0,121.0,87.0,10.0
108.0,1.5,91.0,2.0,119.0,81.0,10.0
109.0,1.3,87.0,2.0,112.0,82.0,9.0
99.0,1.3,85.0,2.0,105.0,74.0,8.0
111.0,1.3,85.0,2.0,98.0,84.0,8.0
101.0,1.4,86.0,2.0,99.0,76.0,8.0
109.0,1.4,85.0,2.0,102.0,82.0,7.0
100.0,1.4,88.0,2.0,100.0,75.0,7.0
118.0,1.5,87.0,2.0,106.0,89.0,6.0
101.0,1.8,87.0,2.0,109.0,76.0,5.0
119.0,1.8,89.0,2.0,124.0,90.0,5.0
111.0,2.1,92.0,2.0,141.0,84.0,7.0
102.0,1.0,71.0,6.0,153.0,69.0,9.0
91.0,0.5,34.0,49.0,132.0,21.0,3.0
90.0,0.3,13.0,74.0,129.0,23.0,2.0
88.0,0.4,14.0,70.0,125.0,5.0,2.0
70.0,0.3,13.0,75.0,90.0,17.0,2.0
59.0,0.3,13.0,76.0,67.0,3.0,2.0
58.0,0.3,20.0,69.0,65.0,14.0,2.0
54.0,0.3,12.0,76.0,58.0,3.0,2.0
32.0,0.3,22.0,68.0,32.0,3.0,2.0
39.0,0.3,26.0,60.0,39.0,3.0,2.0
48.0,0.3,24.0,59.0,48.0,10.0,2.0
29.0,0.2,23.0,58.0,29.0,3.0,2.0
22.0,0.2,20.0,61.0,22.0,13.0,2.0
20.0,0.3,19.0,60.0,20.0,3.0,2.0
21.0,0.2,16.0,67.0,15.0,9.0,2.0
21.0,0.2,16.0,66.0,17.0,3.0,2.0
19.0,0.3,17.0,61.0,13.0,11.0,2.0
17.0,0.3,20.0,54.0,10.0,3.0,2.0
17.0,0.2,22.0,51.0,17.0,11.0,2.0
17.0,0.2,20.0,55.0,15.0,3.0,2.0
21.0,0.2,21.0,53.0,17.0,15.0,2.0
27.0,0.2,23.0,49.0,27.0,3.0,2.0
26.0,0.3,23.0,50.0,26.0,11.0,2.0
30.0,0.3,30.0,40.0,30.0,3.0,2.0
35.0,0.3,26.0,47.0,35.0,12.0,2.0
23.0,0.3,24.0,51.0,23.0,3.0,2.0
22.0,0.3,22.0,55.0,22.0,14.0,2.0
23.0,0.4,25.0,54.0,23.0,6.0,2.0
26.0,0.4,29.0,51.0,26.0,14.0,2.0
26.0,0.4,29.0,51.0,26.0,14.0,2.0
26.0,0.4,29.0,51.0,26.0,14.0,2.0
52.0,0.4,43.0,28.0,53.0,9.0,2.0
49.0,0.4,43.0,24.0,49.0,23.0,2.0
52.0,0.5,44.0,21.0,53.0,15.0,2.0
52.0,0.5,45.0,19.0,54.0,30.0,2.0
52.0,0.5,52.0,10.0,53.0,15.0,2.0
55.0,0.6,61.0,2.0,60.0,33.0,2.0
58.0,0.8,62.0,2.0,65.0,18.0,4.0
55.0,0.8,61.0,2.0,59.0,34.0,5.0
46.0,0.6,58.0,2.0,46.0,16.0,2.0
43.0,0.6,60.0,2.0,43.0,29.0,2.0
41.0,0.7,61.0,2.0,41.0,11.0,2.0
37.0,0.6,57.0,2.0,37.0,26.0,3.0
47.0,0.8,60.0,2.0,47.0,20.0,6.0
52.0,0.7,57.0,2.0,53.0,27.0,6.0
36.0,0.5,44.0,11.0,36.0,4.0,4.0
28.0,0.4,36.0,25.0,28.0,12.0,3.0
28.0,0.4,34.0,32.0,28.0,3.0,2.0
36.0,0.4,29.0,41.0,36.0,12.0,2.0
29.0,0.4,23.0,50.0,29.0,3.0,2.0
23.0,0.3,13.0,73.0,22.0,11.0,2.0
24.0,0.3,13.0,77.0,10.0,3.0,2.0
25.0,0.3,10.0,81.0,10.0,10.0,2.0
26.0,0.3,10.0,84.0,10.0,3.0,2.0
21.0,0.4,28.0,60.0,21.0,15.0,2.0
48.0,0.5,28.0,36.0,48.0,21.0,2.0
60.0,0.5,53.0,36.0,70.0,21.0,2.0
68.0,0.6,57.0,36.0,85.0,13.0,5.0
66.0,0.8,68.0,7.0,82.0,44.0,6.0
86.0,1.0,76.0,9.0,122.0,60.0,14.0
78.0,0.9,71.0,2.0,96.0,57.0,23.0
79.0,0.9,69.0,2.0,96.0,58.0,22.0
89.0,0.9,69.0,2.0,101.0,66.0,22.0
103.0,1.0,69.0,2.0,112.0,77.0,20.0
96.0,1.0,70.0,2.0,115.0,72.0,16.0
101.0,1.0,71.0,2.0,117.0,76.0,14.0
104.0,1.1,73.0,2.0,119.0,78.0,13.0
105.0,1.1,70.0,2.0,111.0,79.0,11.0
103.0,1.2,70.0,2.0,113.0,77.0,10.0
104.0,1.3,74.0,2.0,117.0,78.0,9.0
103.0,1.7,81.0,2.0,133.0,77.0,8.0
101.0,1.9,80.0,2.0,137.0,76.0,9.0
95.0,1.9,80.0,2.0,140.0,69.0,9.0
86.0,1.8,82.0,2.0,115.0,64.0,9.0
79.0,1.4,77.0,2.0,100.0,58.0,10.0
70.0,1.0,65.0,2.0,65.0,51.0,9.0
75.0,0.9,56.0,2.0,75.0,55.0,8.0
68.0,0.8,46.0,2.0,67.0,49.0,9.0
71.0,0.8,42.0,2.0,74.0,52.0,10.0
64.0,0.7,45.0,2.0,75.0,46.0,10.0
80.0,0.8,55.0,2.0,88.0,59.0,13.0
115.0,1.1,69.0,2.0,121.0,87.0,17.0
134.0,1.3,85.0,2.0,137.0,102.0,20.0
163.0,1.5,92.0,2.0,158.0,124.0,22.0
164.0,1.4,90.0,2.0,164.0,125.0,18.0
153.0,1.3,86.0,2.0,148.0,117.0,16.0
146.0,1.3,85.0,2.0,143.0,112.0,20.0
163.0,1.5,87.0,2.0,151.0,124.0,18.0
171.0,1.7,88.0,2.0,160.0,130.0,17.0
125.0,1.8,84.0,2.0,120.0,95.0,16.0
124.0,1.9,85.0,2.0,133.0,94.0,14.0
134.0,1.9,88.0,2.0,132.0,102.0,14.0
148.0,2.0,88.0,2.0,140.0,113.0,14.0
145.0,1.8,85.0,2.0,139.0,111.0,15.0
146.0,1.9,85.0,2.0,147.0,112.0,16.0
164.0,2.1,86.0,2.0,164.0,125.0,19.0
164.0,2.3,85.0,2.0,173.0,125.0,24.0
184.0,2.4,86.0,2.0,181.0,139.0,30.0
190.0,2.3,90.0,2.0,181.0,143.0,29.0
199.0,2.1,90.0,2.0,169.0,149.0,27.0
181.0,1.9,88.0,2.0,159.0,137.0,26.0
180.0,1.8,91.0,2.0,154.0,136.0,23.0
183.0,2.0,118.0,2.0,170.0,138.0,23.0
237.0,2.5,148.0,2.0,228.0,187.0,23.0
230.0,2.6,156.0,2.0,238.0,180.0,21.0
241.0,2.6,158.0,2.0,243.0,191.0,19.0
233.0,2.6,156.0,2.0,262.0,183.0,18.0
249.0,2.5,151.0,2.0,258.0,199.0,16.0
239.0,2.5,142.0,2.0,239.0,189.0,15.0
257.0,3.0,147.0,2.0,241.0,207.0,17.0
240.0,3.4,147.0,2.0,254.0,190.0,20.0
256.0,3.6,136.0,2.0,253.0,206.0,22.0
261.0,3.5,133.0,2.0,266.0,211.0,20.0
279.0,3.0,119.0,2.0,248.0,229.0,17.0
229.0,2.3,114.0,2.0,211.0,179.0,18.0
218.0,2.2,111.0,2.0,179.0,168.0,18.0
177.0,2.2,100.0,2.0,161.0,134.0,17.0
143.0,1.5,82.0,2.0,117.0,109.0,13.0
59.0,0.7,48.0,18.0,46.0,42.0,7.0
43.0,0.6,33.0,35.0,46.0,30.0,5.0
40.0,0.6,29.0,40.0,36.0,28.0,6.0
26.0,0.4,22.0,50.0,24.0,18.0,5.0
18.0,0.5,27.0,47.0,18.0,10.0,6.0
29.0,0.5,24.0,53.0,18.0,20.0,7.0
20.0,0.5,22.0,57.0,20.0,10.0,7.0
21.0,0.3,17.0,66.0,15.0,11.0,3.0
23.0,0.3,12.0,74.0,14.0,6.0,2.0
40.0,0.2,11.0,73.0,40.0,10.0,2.0
40.0,0.3,15.0,68.0,40.0,5.0,3.0
54.0,0.3,18.0,61.0,57.0,11.0,3.0
35.0,0.3,16.0,60.0,35.0,3.0,2.0
26.0,0.3,13.0,62.0,26.0,10.0,2.0
43.0,0.3,8.0,70.0,43.0,3.0,2.0
45.0,0.3,8.0,72.0,45.0,9.0,2.0
34.0,0.2,7.0,72.0,34.0,3.0,2.0
24.0,0.2,6.0,77.0,20.0,5.0,2.0
25.0,0.2,5.0,79.0,14.0,3.0,2.0
18.0,0.2,13.0,59.0,17.0,6.0,2.0
17.0,0.3,15.0,53.0,16.0,3.0,2.0
15.0,0.3,17.0,49.0,8.0,7.0,2.0
14.0,0.3,20.0,44.0,12.0,3.0,3.0
16.0,0.3,18.0,46.0,12.0,11.0,3.0
14.0,0.4,19.0,46.0,8.0,3.0,2.0
22.0,0.4,22.0,43.0,22.0,8.0,2.0
29.0,0.4,17.0,48.0,29.0,3.0,2.0
19.0,0.4,15.0,51.0,17.0,13.0,2.0
19.0,0.3,10.0,61.0,12.0,3.0,2.0
20.0,0.3,9.0,63.0,10.0,6.0,2.0
36.0,0.3,9.0,67.0,36.0,3.0,2.0
22.0,0.3,11.0,64.0,22.0,9.0,2.0
21.0,0.3,10.0,66.0,17.0,6.0,2.0
29.0,0.2,11.0,64.0,29.0,10.0,2.0
29.0,0.3,17.0,55.0,29.0,3.0,2.0
27.0,0.3,18.0,54.0,27.0,9.0,2.0
22.0,0.3,19.0,52.0,22.0,3.0,2.0
26.0,0.4,19.0,52.0,26.0,10.0,2.0
27.0,0.5,22.0,46.0,27.0,3.0,2.0
22.0,0.4,18.0,51.0,22.0,8.0,2.0
18.0,0.3,15.0,57.0,10.0,3.0,2.0
16.0,0.3,17.0,51.0,86.0,7.0,3.0
13.0,0.3,20.0,43.0,12.0,3.0,2.0
20.0,0.3,40.0,19.0,19.0,14.0,4.0
57.0,0.6,61.0,2.0,63.0,35.0,10.0
31.0,0.3,34.0,48.0,31.0,19.0,3.0
14.0,0.3,20.0,46.0,8.0,3.0,2.0
29.0,0.5,55.0,5.0,28.0,20.0,4.0
42.0,0.6,60.0,2.0,42.0,18.0,6.0
55.0,0.9,64.0,2.0,59.0,37.0,10.0
63.0,1.1,61.0,5.0,75.0,29.0,11.0
53.0,1.1,57.0,16.0,55.0,36.0,10.0
59.0,1.0,52.0,26.0,57.0,42.0,7.0
36.0,0.6,34.0,49.0,36.0,24.0,4.0
41.0,0.6,40.0,45.0,41.0,15.0,5.0
44.0,0.6,35.0,52.0,44.0,26.0,4.0
44.0,0.5,30.0,55.0,44.0,23.0,4.0
54.0,0.5,34.0,49.0,57.0,24.0,4.0
51.0,0.5,36.0,45.0,51.0,16.0,3.0
53.0,0.5,52.0,24.0,56.0,19.0,4.0
59.0,0.6,62.0,12.0,67.0,21.0,4.0
63.0,0.7,71.0,2.0,76.0,28.0,5.0
68.0,0.8,76.0,2.0,86.0,25.0,6.0
68.0,0.8,73.0,2.0,86.0,36.0,7.0
68.0,0.8,71.0,2.0,86.0,34.0,8.0
66.0,0.9,71.0,2.0,81.0,36.0,10.0
69.0,0.9,71.0,2.0,88.0,47.0,12.0
70.0,1.0,70.0,2.0,89.0,48.0,13.0
73.0,1.0,70.0,2.0,95.0,50.0,12.0
73.0,1.2,72.0,2.0,91.0,53.0,10.0
68.0,1.4,71.0,2.0,84.0,49.0,8.0
60.0,1.4,73.0,2.0,70.0,36.0,9.0
56.0,1.3,72.0,2.0,62.0,26.0,11.0
59.0,1.3,68.0,2.0,67.0,27.0,14.0
64.0,1.2,63.0,2.0,78.0,31.0,15.0
55.0,0.9,50.0,19.0,59.0,23.0,14.0
51.0,0.8,39.0,37.0,51.0,24.0,12.0
39.0,0.5,21.0,65.0,39.0,14.0,8.0
31.0,0.4,20.0,68.0,31.0,14.0,7.0
27.0,0.4,19.0,70.0,27.0,9.0,6.0
36.0,0.4,19.0,68.0,36.0,15.0,5.0
55.0,0.4,18.0,67.0,60.0,16.0,5.0
51.0,0.4,21.0,63.0,52.0,11.0,3.0
59.0,0.5,28.0,54.0,68.0,15.0,2.0
47.0,0.5,40.0,39.0,47.0,11.0,2.0
43.0,0.7,58.0,17.0,43.0,13.0,3.0
37.0,0.5,48.0,28.0,37.0,12.0,3.0
25.0,0.4,32.0,47.0,25.0,3.0,2.0
19.0,0.3,27.0,50.0,19.0,8.0,2.0
18.0,0.3,28.0,46.0,18.0,8.0,2.0
18.0,0.4,36.0,34.0,17.0,10.0,2.0
28.0,0.4,51.0,16.0,28.0,9.0,6.0
26.0,0.4,51.0,17.0,24.0,9.0,8.0
29.0,0.5,57.0,15.0,19.0,8.0,9.0
16.0,0.5,28.0,41.0,13.0,11.0,8.0
16.0,0.4,29.0,41.0,16.0,8.0,7.0
34.0,0.6,47.0,18.0,34.0,11.0,9.0
37.0,0.5,36.0,31.0,37.0,10.0,11.0
51.0,0.7,41.0,24.0,52.0,16.0,13.0
54.0,0.6,34.0,33.0,57.0,12.0,13.0
47.0,0.5,21.0,51.0,47.0,16.0,11.0
39.0,0.5,17.0,56.0,39.0,6.0,9.0
36.0,0.4,14.0,58.0,36.0,13.0,7.0
50.0,0.4,14.0,48.0,50.0,9.0,7.0
50.0,0.4,14.0,48.0,50.0,9.0,7.0
32.0,0.2,13.0,46.0,32.0,3.0,4.0
30.0,0.2,19.0,36.0,30.0,9.0,4.0
35.0,0.3,25.0,25.0,35.0,3.0,5.0
34.0,0.3,27.0,22.0,34.0,18.0,6.0
34.0,0.3,27.0,22.0,34.0,18.0,6.0
26.0,0.3,30.0,20.0,26.0,12.0,5.0
22.0,0.3,28.0,22.0,22.0,3.0,5.0
20.0,0.3,23.0,29.0,16.0,14.0,5.0
13.0,0.2,18.0,35.0,13.0,3.0,5.0
17.0,0.2,20.0,33.0,13.0,12.0,5.0
17.0,0.2,20.0,33.0,13.0,12.0,5.0
17.0,0.2,20.0,33.0,13.0,12.0,5.0
19.0,0.5,37.0,18.0,6.0,3.0,4.0
24.0,0.5,47.0,2.0,6.0,16.0,6.0
24.0,0.6,48.0,2.0,23.0,12.0,7.0
33.0,0.6,51.0,2.0,31.0,23.0,7.0
36.0,0.9,53.0,3.0,36.0,15.0,7.0
41.0,0.8,47.0,8.0,41.0,26.0,8.0
47.0,0.7,45.0,18.0,47.0,22.0,7.0
47.0,0.7,45.0,18.0,47.0,22.0,7.0
47.0,0.7,45.0,18.0,47.0,22.0,7.0
49.0,0.7,44.0,37.0,42.0,34.0,8.0
51.0,0.6,44.0,39.0,51.0,17.0,8.0
51.0,0.5,38.0,49.0,51.0,26.0,8.0
52.0,0.5,41.0,44.0,53.0,12.0,8.0
62.0,0.7,61.0,23.0,74.0,42.0,9.0
57.0,0.6,62.0,22.0,63.0,27.0,8.0
58.0,0.7,73.0,9.0,65.0,39.0,9.0
61.0,0.9,75.0,6.0,72.0,35.0,9.0
74.0,1.2,81.0,3.0,89.0,54.0,9.0
66.0,1.2,80.0,3.0,82.0,38.0,9.0
74.0,1.5,85.0,4.0,97.0,50.0,11.0
66.0,1.4,79.0,3.0,82.0,34.0,12.0
57.0,1.2,73.0,2.0,63.0,37.0,9.0
53.0,1.0,69.0,2.0,56.0,30.0,8.0
55.0,1.2,68.0,2.0,60.0,37.0,8.0
43.0,0.8,63.0,2.0,43.0,21.0,5.0
50.0,1.0,68.0,2.0,50.0,32.0,6.0
56.0,1.2,75.0,2.0,61.0,30.0,7.0
67.0,1.4,81.0,2.0,84.0,48.0,8.0
70.0,1.5,81.0,2.0,90.0,46.0,8.0
76.0,1.6,85.0,2.0,101.0,49.0,10.0
72.0,1.5,83.0,3.0,93.0,42.0,9.0
70.0,1.3,78.0,7.0,72.0,51.0,9.0
53.0,1.0,61.0,22.0,55.0,26.0,7.0
46.0,0.8,52.0,31.0,38.0,32.0,6.0
44.0,0.9,50.0,15.0,44.0,21.0,7.0
72.0,0.7,41.0,33.0,94.0,33.0,7.0
26.0,0.8,51.0,28.0,94.0,33.0,8.0
57.0,0.9,67.0,11.0,64.0,33.0,8.0
65.0,1.0,75.0,2.0,79.0,32.0,9.0
74.0,1.0,80.0,2.0,97.0,54.0,12.0
77.0,1.3,84.0,2.0,104.0,50.0,11.0
73.0,1.4,85.0,2.0,96.0,53.0,10.0
65.0,1.1,67.0,8.0,79.0,33.0,8.0
52.0,0.6,44.0,26.0,54.0,23.0,7.0
32.0,0.4,26.0,48.0,32.0,7.0,2.0
24.0,0.3,21.0,54.0,24.0,9.0,2.0
21.0,0.3,20.0,55.0,21.0,3.0,2.0
21.0,0.2,13.0,64.0,21.0,8.0,2.0
24.0,0.2,10.0,63.0,24.0,3.0,2.0
23.0,0.2,9.0,65.0,23.0,3.0,2.0
43.0,0.2,11.0,64.0,43.0,3.0,2.0
67.0,0.3,15.0,64.0,83.0,7.0,2.0
85.0,0.2,12.0,72.0,120.0,7.0,2.0
96.0,0.3,12.0,69.0,141.0,9.0,2.0
80.0,0.3,12.0,66.0,109.0,8.0,2.0
76.0,0.3,10.0,66.0,102.0,10.0,2.0
64.0,0.4,10.0,64.0,78.0,8.0,2.0
63.0,0.3,8.0,67.0,76.0,11.0,2.0
66.0,0.3,8.0,68.0,81.0,9.0,2.0
49.0,0.3,10.0,67.0,49.0,4.0,2.0
36.0,0.3,12.0,65.0,36.0,9.0,2.0
41.0,0.3,18.0,57.0,41.0,9.0,2.0
39.0,0.4,26.0,46.0,39.0,11.0,2.0
38.0,0.4,23.0,49.0,38.0,8.0,3.0
41.0,0.4,24.0,48.0,41.0,9.0,2.0
40.0,0.4,26.0,45.0,40.0,4.0,2.0
35.0,0.5,17.0,58.0,35.0,7.0,2.0
30.0,0.4,17.0,44.0,30.0,5.0,2.0
24.0,0.5,27.0,22.0,24.0,6.0,2.0
22.0,0.4,43.0,19.0,22.0,10.0,2.0
51.0,0.3,15.0,58.0,52.0,8.0,2.0
25.0,0.2,7.0,66.0,25.0,3.0,2.0
18.0,0.2,7.0,59.0,10.0,3.0,2.0
14.0,0.2,18.0,44.0,10.0,4.0,2.0
15.0,0.3,16.0,49.0,14.0,4.0,2.0
18.0,0.3,20.0,44.0,18.0,4.0,2.0
24.0,0.3,27.0,37.0,24.0,3.0,2.0
30.0,0.4,34.0,32.0,30.0,6.0,2.0
25.0,0.3,20.0,53.0,25.0,6.0,2.0
35.0,0.4,22.0,52.0,35.0,8.0,2.0
27.0,0.4,18.0,58.0,27.0,10.0,2.0
22.0,0.4,17.0,61.0,22.0,5.0,2.0
22.0,0.3,15.0,70.0,16.0,10.0,2.0
