pre_feature
3.5005543
6.5620317
9.204061
14.076852
17.866575
17.512041
17.96765
20.093628
21.604502
22.614658
28.54558
28.64632
28.00415
28.62863
28.472464
28.292292
28.850105
29.579184
28.684538
30.28407
31.74681
31.868183
33.423485
34.943207
21.756184
22.640442
25.025173
24.024128
24.01551
24.708572
25.171646
27.635975
29.449657
30.409882
32.51085
33.36719
32.455597
31.685677
31.100729
30.908089
30.412546
31.771437
33.453926
35.85507
37.68519
40.041283
41.253086
42.616096
25.161085
27.58839
29.92134
31.619741
32.99665
34.153027
34.2788
36.114937
37.689438
39.392944
44.608604
46.2856
45.100975
45.15224
43.834755
40.5069
40.21365
40.233295
41.63232
42.966198
46.83021
45.980896
47.209316
48.57672
51.297756
51.618523
52.136524
50.467674
49.53868
49.083904
47.684776
47.737072
48.61953
50.572533
52.18758
53.178387
54.171494
54.270733
53.8423
52.26236
51.138332
51.733932
51.487255
53.088085
55.13137
57.30337
58.258007
59.618244
12.942357
11.496285
13.399652
15.34269
15.590592
13.916516
14.158074
14.676671
14.148347
13.523896
19.13508
19.984798
16.929533
16.25701
12.294087
13.04635
13.336537
11.608624
11.619939
13.633851
19.51427
20.297533
24.155573
27.364256
-39.587242
-33.63205
-30.10349
-22.272299
-18.349615
-19.397184
-19.374937
-15.622794
-11.497264
-10.43019
-7.514514
-7.1273375
-7.4455137
-3.477473
-3.9941852
-3.6204212
-2.3288066
0.13980596
3.4282925
5.6778154
7.5297213
9.560391
11.898995
10.894906
38.99658
39.730762
39.650875
36.9141
33.581245
33.07332
32.244884
32.44097
38.139366
39.35159
37.64336
38.251118
36.421684
35.33428
35.184628
35.763393
36.123466
34.729492
34.571514
37.568855
35.13998
31.118927
34.011417
33.7248
48.055454
48.601078
48.27582
48.548958
48.495678
49.182083
48.635593
48.403374
49.872223
50.975555
52.252327
52.200043
50.319794
50.031136
48.899654
47.363567
46.905437
48.510933
50.025978
52.164757
55.085438
55.5366
55.790176
56.38795
48.22579
47.205364
46.849007
46.609024
46.395424
45.841
45.77345
46.25111
46.611866
47.392212
48.931904
48.857113
47.496426
46.97451
45.318874
44.175423
43.55726
43.80116
43.941463
46.179512
49.198467
50.50869
52.032253
52.821785
59.47965
59.09631
58.068264
58.724792
59.399406
59.629173
59.11084
58.785297
60.55806
60.705788
59.396904
58.531662
58.291412
57.77061
56.513634
53.1938
52.318035
53.52626
54.71723
56.57423
60.059086
56.308895
57.245075
57.9072
72.14278
70.213806
68.76638
65.736435
63.905956
63.891773
62.775074
63.170074
65.09787
65.511665
64.18001
63.963264
63.74608
62.76838
61.72165
59.808407
59.312885
59.635128
59.464764
61.38212
62.853603
60.51657
61.48803
62.069344
23.844315
24.638557
25.883577
27.481041
28.570543
28.819826
28.834448
30.704859
32.48761
33.537964
36.005844
36.47628
35.146194
35.34918
33.99873
32.854206
32.71208
33.9206
35.0761
37.24653
39.85028
40.479794
41.727245
42.475872
66.93332
66.10789
64.47737
62.993687
61.843918
61.00342
59.33868
59.264977
59.83584
61.40168
61.536663
61.162453
61.43374
62.096363
61.060966
58.695614
58.280254
58.791878
60.007885
61.483368
64.54024
65.14115
66.11489
66.61192
38.07087
37.070194
36.463528
37.043655
37.872116
36.45593
35.527626
36.21139
37.047203
37.62434
38.94937
38.98474
38.21946
38.686394
37.492104
36.232418
36.122246
37.205334
38.299328
40.409878
43.752304
44.85413
46.352573
47.305325
31.962553
32.825092
34.695362
37.249786
37.95433
38.60345
39.729042
42.149643
45.74904
46.643383
49.17717
49.251183
45.948936
44.686478
42.344444
40.621403
40.43851
39.93791
38.91353
40.698597
41.61445
36.144657
38.29258
37.602272
10.182389
11.807603
12.512803
12.0774355
14.650357
13.998239
14.657872
17.521254
20.12764
19.37517
21.183914
21.697699
20.724707
19.780972
